nome,ocupacao,data_nascimento,data_morte,conteudo
Frans Post, Pintor holandês,17/11/1612,17/02/1680 (aos 67 anos),"Frans Post (1612-1680) foi um pintor holandês. Chegou ao Brasil na comitiva do conde Maurício de Nassau quando esse foi designado para governar as terras conquistadas pela Holanda, no Nordeste do Brasil. Frans Post tornou-se o primeiro paisagista do Brasil do século XVII."
Frans Krajcberg, Escultor brasileiro,12/04/1921,15/11/2017 (aos 96 anos),"Frans Krajcberg (1921-2017) foi um escultor, pintor, gravador e fotógrafo polonês, naturalizado brasileiro. Suas esculturas se caracterizam pelo uso de troncos e raízes carbonizadas recolhidas em desmatamentos e queimadas. Muitas lembram pulmões, corações, esqueletos e outras formas impactantes."
Franklin Távora, Escritor brasileiro,13/01/1842,18/08/1888 (aos 46 anos),Franklin Távora (1842-1888) foi um escritor brasileiro. Foi um dos fundadores da Academia Brasileira de Letras. É Patrono da Cadeira n.º 14. Foi sócio do Instituto Histórico e Geográfico Brasileiro e um dos fundadores da Associação dos Homens de Letras. Foi também jornalista e advogado.
Franklin Delano Roosevelt, Ex-presidente norte-americano,30/01/1882,12/04/1945 (aos 63 anos),Franklin Delano Roosevelt (1882-1945) foi presidente dos Estados Unidos entre 1933 e 1945. Foi o presidente eleito que ficou por mais tempo no poder vencendo quatro eleições seguidas.
Frank Sinatra, Cantor e ator norte-americano,12/12/1915,14/05/1998 (aos 82 anos),"Francis Albert Sinatra - também conhecido como Frank, Frankie, The Voice e Blue Eyes - foi um dos maiores cantores de música popular norte-americana do século vinte. Foi também um importante ator em Hollywood. "
Frank Lloyd Wright, Arquiteto norte-americano,08/06/1867,09/04/1959 (aos 91 anos),"Frank Lloyd Wright (1867-1959) foi um arquiteto norte-americano, autor de famosos projetos, entre eles o ""Museu Guggenheim"" de Nova Iorque e a ""Casa da Cascata"", na Pensilvânia."
Frank Gehry, Arquiteto canadense,28/02/1929,não informado,"Frank Gehry (1929) é um arquiteto canadense naturalizado norte-americano, autor de projetos pós-modernos, entre eles, o Museu de Guggenheim de Bilbao na Espanha e o Walt Disney Concert Hall em Los Angeles."
François-René de Chateaubriand, Escritor francês,04/09/1768,04/07/1848 (aos 79 anos),"François-René de Chateaubriand (1968-1848) foi um escritor, diplomata e político francês, um dos primeiros escritores românticos da França."
François de La Rochefoucauld, Escritor e moralista francês,15/09/1613,17/03/1680 (aos 66 anos),François de La Rochefoucauld (1613-1680) foi um escritor e importante moralista e pensador francês.
Francisco Solano López, Ex-presidente paraguaio,24/07/1827,01/03/1870 (aos 42 anos),"Francisco Solano López (1827-1870) foi presidente vitalício do Paraguai, de 1862 até 1870, quando faleceu. Educado na França de Napoleão III, adquiriu uma forte formação militarista. Durante seu governo o país foi derrotado na ""Guerra do Paraguai""."
Francisco Paes Barreto, Aristocrata brasileiro,26/05/1799,26/09/1848 (aos 49 anos),"Francisco Paes Barreto (1799-1848) foi um aristocrata brasileiro. Recebeu os títulos de Visconde do Recife, com grandeza a 4 de maio de 1825, de Armeiro-Mor do Império e Marquês do Recife. Recebeu as honras imperiais, sendo-lhe conferida a Grã Cruz da Ordem Imperial do Cruzeiro."
Francisco Pessoa de Queiroz, Empresário brasileiro,07/11/1890,07/12/1980 (aos 90 anos),"Francisco Pessoa de Queiroz (1890-1980), conhecido como F. Pessoa de Queiroz, foi um empresário, jornalista, diplomata e político brasileiro."
Francisco Matarazzo, Empresário italiano,09/03/1854,10/12/1937 (aos 83 anos),"Francisco Matarazzo (1854-1937) foi um empresário italiano, radicado no Brasil, que criou o maior complexo industrial da América Latina no início do século XX."
Francisco Manoel da Silva, Maestro brasileiro,21/02/1795,18/12/1865 (aos 70 anos),"Francisco Manoel da Silva (1795-1865) foi um maestro, compositor e professor brasileiro. Foi o autor da melodia do Hino Nacional Brasileiro. Foi um dos fundadores da Imperial Academia de Música e Ópera Nacional. Em 1833 fundou a Sociedade de Beneficência Musical que funcionou até 1890."
Francisco do Rego Barros, Político e militar brasileiro,03/02/1802,04/10/1870 (aos 68 anos),"Francisco do Rego Barros (1802-1870) foi político e militar do Brasil Império. Foi um autêntico representante da chamada nobreza da terra em Pernambuco. Recebeu os títulos de Visconde e de Conde da Boa Vista, Fidalgo Cavalheiro da Casa Imperial, grande dignatário de Cruzeiro. Recebeu o hábito de São Bento de Aviz e a comenda portuguesa da Ordem de Cristo."
Francisco Franco, Ditador espanhol,04/12/1892,20/11/1975 (aos 82 anos),"Francisco Franco (1892-1975) foi um general, chefe de estado e ditador espanhol. Instalou uma ditadura fascista na Espanha que ficou conhecida como “franquismo”, que se estendeu por quase quarenta anos, até sua morte em 1975."
Francisco Dias d'Ávila,não informado,não informado,não informado,"Francisco Dias d'Ávila foi um colonizador baiano, herdeiro da família que chegou à Bahia com Tomé de Souza. Seus domínios margeavam o rio São Francisco, estendendo-se para o norte pelos sertões de Pernambuco, Paraíba, Rio Grande do Norte, Ceará e Piauí."
Francisco de Goya, Pintor espanhol,30/03/1746,16/04/1828 (aos 82 anos),"Francisco José de Goya y Lucientes nasceu em Fuendetodos, Saragoça, Espanha, no dia 30 de março de 1746. Filho de um modesto dourador de estátuas e livros, e de Gracia Lucientes, filha de decadente família de nobres de Saragoça. Com 13 anos, Goya foi entregue aos cuidados do pintor José Luzán y Martínez, mas o jovem preferia as ruas e as touradas ao atelier do pintor."
Francisco Cardoso Ayres, Religioso brasileiro,18/12/1821,14/05/1870 (aos 48 anos),"Francisco Cardoso Ayres (1821-1870) foi um religioso brasileiro. Foi nomeado Bispo da cidade de Olinda, pelo Papa Pio IX em abril de 1867."
Francisco Brennand, Artista plástico brasileiro,11/06/1927,19/12/2019 (aos 92 anos),"Francisco Brennand (1927) foi um artista plástico brasileiro. Ceramista e pintor, foi um dos maiores escultores do país, com obras espalhadas em todo o mundo."
Francisco Barreto de Menezes,não informado,não informado,não informado,Francisco Barreto de Menezes (1616-1688) foi militar português. O primeiro governador e capitão-general de Pernambuco. Na Bahia assumiu o Governo Geral do Brasil.
Francisco Assis Chateaubriand," Jornalista, empresário e político brasileiro",04/10/1892,04/04/1968 (aos 75 anos),"Francisco Assis Chateaubriand (1892-1968) foi jornalista, empresário e político brasileiro. Dono dos ""Diários Associados"", a maior rede de comunicação do país, entre as décadas de 30 e 60. Em 1950 inaugurou a TV Tupi de São Paulo, a primeira emissora de televisão da América Latina. Em 1954 foi eleito para a cadeira nº 37 da Academia Brasileira de Letras."
Francis Bacon, Filósofo inglês,22/01/1561,09/04/1626 (aos 65 anos),"Francis Bacon (1561-1626) foi um filósofo, político e ensaísta inglês. Recebeu os títulos de Visconde de Albans e Barão de Verulam. Foi importante na formulação de teorias que fundamentaram a ciência moderna. É considerado o pai do método experimental."
Francis Ford Coppola, Cineasta norte-americano,07/04/1939,não informado, Cineasta norte-americano
Francis Scott Fitzgerald, Escritor americano,24/09/1896,21/12/1940 (aos 44 anos),F. Scott Fitzgerald
Francis  Drake, Navegante e explorador inglês,não informado,não informado,"Francis Drake (1537-1596) foi um navegante e explorador inglês, herói da Marinha britânica, responsável pela destruição da Incrível Armada espanhola."
Fernando Sabino, Escritor brasileiro,12/10/1923,11/10/2004 (aos 80 anos),"Fernando Sabino (1923-2004) foi um escritor, jornalista e editor brasileiro. Recebeu diversos prêmios, entre eles, o Prêmio Jabuti pelo livro ""O Grande Mentecapto"" e o Prêmio Machado de Assis, da Academia Brasileira de Letras. Foi condecorado com a Ordem do Rio Branco, no grau de Grã-Cruz, pelo governo brasileiro."
Fernando Pessoa, Poeta português,13/06/1888,30/11/1935 (aos 47 anos),"Fernando Pessoa (1888-1935) foi um dos mais importantes poetas da língua portuguesa e figura central do Modernismo português. Poeta lírico e nacionalista cultivou uma poesia voltada aos temas tradicionais de Portugal e ao seu lirismo saudosista, que expressa reflexões sobre seu “eu profundo”, suas inquietações, sua solidão e seu tédio."
Fernando Meirelles, Cineasta brasileiro,09/11/1955,não informado,"Fernando Meireles (1955) é um cineasta, produtor e roteirista brasileiro. O filme “Cidade de Deus” o projetou internacionalmente sendo indicado ao Oscar de Melhor Diretor."
Fernando Lugo, Político paraguaio,30/05/1951,não informado,"Fernando Lugo (1951) é um político paraguaio. Ex-presidente do país, tendo sofrido processo de impeachment em 2012. Exerceu o mandato de presidente entre 15 de agosto de 2008 até 22 de junho de 2012. É também um ex-bispo católico, aposentado do cargo em 2004."
Fernando II de Aragão, Rei da Espanha,10/03/1452,23/01/1516 (aos 63 anos),"Fernando II de Aragão (1452-1516) foi rei da Espanha, reinou como Fernando II em Aragão, em Nápoles e na Sicília, e como Fernando V em Castela e Leão. Foi também Conde de Barcelona. Fernando e Isabel, os Reis Católicos, unificaram os reinos espanhóis e projetaram a Espanha na história do século XVI."
Fernando Henrique Cardoso, Ex-presidente do Brasil e sociólogo,18/06/1931,não informado,"Fernando Henrique Cardoso (1931) é um sociólogo, professor universitário, escritor e político brasileiro. Foi Presidente do Brasil por dois mandatos, de 1995 a 2002. Foi o primeiro presidente brasileiro a se reeleger para um segundo mandato."
Fernando Haddad, Político brasileiro,1963--01-25,não informado,"Fernando Haddad (1963) é um político brasileiro, advogado e professor universitário, foi Ministro da Educação e prefeito de São Paulo. É o candidato do PT para a presidência da República em 2018."
Fernando de Azevedo, Educador brasileiro,02/04/1894,18/09/1974 (aos 80 anos),"Fernando de Azevedo (1894-1974) foi um educador, professor, administrador, ensaísta e sociólogo brasileiro. Foi um dos expoentes do movimento da Escola Nova. Participou intensamente do processo de formação da universidade brasileira, em busca de uma educação de qualidade."
Fernando Collor, Político brasileiro,12/08/1949,não informado,Fernando Collor (1949) é um político brasileiro. Foi o primeiro presidente eleito pelo voto popular depois da ditadura militar. Foi o primeiro presidente do Brasil a sofrer um processo de impeachment após denúncias de corrução e crime de responsabilidade. Ficou conhecido pelo congelamento da conta poupança da população.
Fernando Botero, Pintor colombiano,19/04/1932,não informado,"Fernando Botero (1932) é um artista plástico colombiano de estilo figurativo que se consagrou mundialmente com seus personagens volumosos, tanto em suas pinturas e desenhos, como também em suas esculturas."
Fernanda Young, Escritora e atriz brasileira,01/05/1970,25/08/2019 (aos 49 anos),"Fernanda Maria Young de Carvalho Machado foi uma escritora, roteirista, apresentadora de tv e atriz brasileira."
Fernanda Torres, Atriz brasileira,15/09/1965,não informado,"Fernanda Torres (1965) é uma atriz brasileira, filha dos atores Fernanda Montenegro e Fernando Torres, tem grandes trabalho na TV, cinema e no Teatro."
Fernanda Montenegro, Atriz brasileira,16/10/1929,não informado,"Fernanda Montenegro (1929) é uma importante atriz brasileira, considerada a primeira-dama do teatro. Sua carreira, que já ultrapassa sete décadas, está marcada pela atuação no rádio, no teatro, no cinema e na televisão."
Fernand Léger, Pintor francês,04/02/1881,17/08/1955 (aos 74 anos),"Fernand Léger (1881-1955) foi um pintor francês, um dos mais destacados pintores do Cubismo, importante movimento artístico do século XX."
Ferdinand von Zeppelin, Inventor do dirigível Zeppelin,08/07/1838,08/03/1917 (aos 78 anos),"Ferdinand von Zeppelin (1838-1917) foi um nobre e general alemão, inventor do balão dirigível que recebeu seu nome. Em 1900, ano da construção, o dirigível permaneceu no ar por 20 minutos."
Ferdinand Tönnies, Sociólogo alemão,26/07/1855,09/04/1936 (aos 80 anos),"Ferdinand Tönnies (1855-1936) foi um sociólogo alemão. Sua obra principal “Comunidade e Sociedade”, publicada em 1887, tornou-se no século XX de importância fundamental para o desenvolvimento da Sociologia na Alemanha."
Ferdinand de Saussure, Linguista suíço,26/11/1857,22/02/1913 (aos 55 anos),"Ferdinand de Saussure nasceu em Genebra, Suíça, no dia 26 de novembro de 1857. Filho de um naturalista, descendente de importante família de intelectuais e políticos suíços, neto do botânico Nicolás Theodore de Saussure e bisneto do naturalista Horace B. de Saussure, iniciou seus estudos em sua terra natal. Recebeu orientação do amigo da família e filólogo Adolphe Pictet para estudar linguística."
Felipe Neto," Youtuber, influencer e empresário brasileiro",21/01/1988,não informado,"Felipe Neto Rodrigues Vieira é um youtuber e influencer brasileiro que também atua como empresário, comediante e escritor."
Federico García Lorca, Poeta espanhol,05/06/1898,19/08/1936 (aos 38 anos),"Federico García Lorca (1898-1936) foi um poeta e dramaturgo espanhol. Considerado um dos grandes nomes da literatura espanhola, levou para sua poesia a paisagem e os costumes da terra natal. Foi um dos maiores representantes do teatro poético do século XX."
Federico Fellini, Cineasta italiano,20/01/1920,31/10/1993 (aos 73 anos),"Federico Fellini (1920-1993) foi um cineasta italiano, considerado um mestre na arte de fazer filmes."
Fátima Bernardes, Jornalista e apresentadora brasileira,17/09/1962,não informado,"Fátima Bernardes (1962) é uma jornalista brasileira conhecida por ter apresentado o ""Jornal Nacional"" da Rede Globo junto ao apresentador e seu marido William Bonner. Em 2012, estreou o programa “Encontro com Fátima Bernardes”."
Fabrício Carpinejar, Poeta brasileiro,23/10/1972,não informado,"Fabrício Carpinejar (1972) é um poeta, cronista, jornalista e apresentador brasileiro. É considerado um dos principais nomes da poesia contemporânea."
Fagundes Varela, Poeta brasileiro,17/08/1841,18/02/1875 (aos 33 anos),"Fagundes Varela (1841-1875) foi um poeta brasileiro. Sua poesia apresenta características da segunda e da terceira geração de poetas românticos do Brasil. Além de apresentar temas sobre a natureza, a angústia, a solidão, a melancolia e o desengano, apresenta também temas sociais e políticos. É patrono da cadeira n.º 11 da Academia Brasileira de Letras."
